"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"206642_at","206642_at","NM_001942","DSG1","1828","desmoglein 1",1.9796523722896,3.85882132505925,3.98356247843391,0.00836089957111258,0.823569047915534,-4.33974406377815
"205014_at","205014_at","NM_005130","FGFBP1","9982","fibroblast growth factor binding protein 1",1.64972594205984,5.2919494065426,3.97493191613232,0.00843952465023584,0.823569047915534,-4.34012788010065
"204909_at","204909_at","NM_004397","DDX6","1656","DEAD-box helicase 6",1.45944371136163,5.92556859025132,3.97407942703584,0.00844733608995064,0.823569047915534,-4.34016587779204
"221084_at","221084_at","NM_006028","HTR3B","9177","5-hydroxytryptamine receptor 3B",1.58031160859753,5.76479341568758,3.97392247038452,0.00844877518854261,0.823569047915534,-4.34017287545294
"215513_at","215513_at","AF241534","HYMAI","57061","hydatidiform mole associated and imprinted",1.53499746842793,5.99006548372563,3.96680733504431,0.00851430379491377,0.823569047915534,-4.34049064447986
"202640_s_at","202640_s_at","NM_003624","RANBP3","8498","RAN binding protein 3",-1.64001976570579,4.93749938749246,-3.96202965617545,0.00855862697636732,0.823569047915534,-4.34070462793826
"216994_s_at","216994_s_at","L40992","RUNX2","860","RUNX family transcription factor 2",1.96399776777227,5.07264607856775,3.95474831553776,0.00862667880847747,0.823569047915534,-4.34103168780945
"204857_at","204857_at","NM_003550","MAD1L1","8379","mitotic arrest deficient 1 like 1",-1.79643638651214,3.59373514493207,-3.95450951105642,0.00862892100963219,0.823569047915534,-4.34104243362522
"216359_at","216359_at","L13283","MUC7","4589","mucin 7, secreted",1.49250468193591,4.64480478303491,3.94815365901541,0.00868884024521827,0.823569047915534,-4.34132888840195
"215026_x_at","215026_x_at","U81961","SCNN1A","6337","sodium channel epithelial 1 subunit alpha",1.90900872982794,5.60920614795178,3.94570231692909,0.00871207541482,0.823569047915534,-4.34143960207768
"211545_at","211545_at","AB058895","GHRHR","2692","growth hormone releasing hormone receptor",1.60599604045426,3.6610468133326,3.93677630527425,0.00879727545813611,0.823569047915534,-4.34184384055524
"203550_s_at","203550_s_at","NM_006589","FAM189B","10712","family with sequence similarity 189 member B",-1.57876809848563,6.95514198393208,-3.9259579266686,0.00890180117247019,0.823569047915534,-4.342336101417
"219695_at","219695_at","NM_024703","SMPD3","55512","sphingomyelin phosphodiesterase 3",1.60108922317627,4.34102702422221,3.91816736167738,0.00897794029990274,0.823569047915534,-4.34269217293522
"201451_x_at","201451_x_at","D78132","RHEB","6009","Ras homolog, mTORC1 binding",1.84541173222125,3.18185277940653,3.90796913625537,0.00907872249604958,0.823569047915534,-4.34316030092056
"220077_at","220077_at","NM_024821","CCDC134","79879","coiled-coil domain containing 134",1.43255387912677,4.31594087063043,3.90639294679992,0.00909441244601074,0.823569047915534,-4.34323285691105
"205833_s_at","205833_s_at","AI770098","PART1","25859","prostate androgen-regulated transcript 1",1.9197724730181,3.85269003377253,3.90296136722069,0.00912867745629833,0.823569047915534,-4.34339101091347
"204142_at","204142_at","NM_017512","ENOSF1","55556","enolase superfamily member 1",-2.24855394982738,3.94952336006163,-3.89995158724383,0.0091588505600163,0.823569047915534,-4.34352993941081
"215092_s_at","215092_s_at","AJ005683","NFAT5","10725","nuclear factor of activated T cells 5",1.36575472331003,4.0416305442769,3.88312777740283,0.00932959413056502,0.823569047915534,-4.34431021339548
"206534_at","206534_at","NM_000833","GRIN2A","2903","glutamate ionotropic receptor NMDA type subunit 2A",1.57870591571003,5.10852498768706,3.87262084597044,0.00943804693475339,0.823569047915534,-4.34480071965444
"218051_s_at","218051_s_at","NM_022908","NT5DC2","64943","5'-nucleotidase domain containing 2",1.54630916381546,3.85326801354035,3.87119265455139,0.00945289813202596,0.823569047915534,-4.34486758453883
"211617_at","211617_at","M21191","ALDOAP2","228","ALDOA pseudogene 2",1.74140553446797,2.55627389467855,3.86892339806939,0.00947654941484042,0.823569047915534,-4.34497392059699
"208269_s_at","208269_s_at","NM_021777","ADAM28","10863","ADAM metallopeptidase domain 28",1.36108517422736,4.88329123845283,3.86051345322428,0.0095647850711058,0.823569047915534,-4.34536901722803
"221843_s_at","221843_s_at","AA195017","TLDC1","57707",NA,1.5183955717548,4.71349932601522,3.85326113557802,0.00964161867631438,0.823569047915534,-4.34571101199813
"218318_s_at","218318_s_at","NM_016231","NLK","51701","nemo like kinase",1.34872777651009,5.41753361517392,3.83744380112264,0.00981161616923463,0.823569047915534,-4.34646104811146
"204111_at","204111_at","N40285","HNMT","3176","histamine N-methyltransferase",-1.80330192906224,3.85842554817895,-3.83733954856471,0.00981274776675439,0.823569047915534,-4.34646601054867
"220087_at","220087_at","NM_017429","BCMO1","53630",NA,1.592607974325,5.12582622168486,3.82812037908822,0.00991339960903105,0.823569047915534,-4.34690582858667
"201940_at","201940_at","AA897514","CPD","1362","carboxypeptidase D",-1.69269098311294,5.37718478330149,-3.81951166763802,0.0100084369214556,0.823569047915534,-4.34731828624974
"205366_s_at","205366_s_at","NM_018952","HOXB6","3216","homeobox B6",-1.92482666499079,3.9223438984296,-3.81659752011701,0.0100408401042967,0.823569047915534,-4.34745829491721
"219535_at","219535_at","NM_014586","HUNK","30811","hormonally up-regulated Neu-associated kinase",1.51477858244072,5.5170684843194,3.81651253296127,0.0100417868691848,0.823569047915534,-4.34746238102339
"216595_at","216595_at","AL049983","FAM186A","121006","family with sequence similarity 186 member A",1.60738971717062,4.82818469527567,3.803559284697,0.0101872686563701,0.823569047915534,-4.34808711718259
"220665_at","220665_at","NM_016383","LUZP4","51213","leucine zipper protein 4",1.35704022315238,5.82662889907491,3.80146807731856,0.0102109772240833,0.823569047915534,-4.34818834150528
"205728_at","205728_at","AL022718","TENM1","10178","teneurin transmembrane protein 1",2.02425904811083,3.5724081754668,3.79655275644067,0.0102669482946161,0.823569047915534,-4.34842666742341
"209865_at","209865_at","BC005136","SLC35A3","23443","solute carrier family 35 member A3",-2.31347121528379,3.61712926496852,-3.79382957730162,0.0102981058133083,0.823569047915534,-4.34855894710142
"213814_s_at","213814_s_at","AA741303","SNTB2","6645","syntrophin beta 2",1.51457749516846,5.89390768233661,3.78893892440515,0.0103543300606142,0.823569047915534,-4.34879694817656
"206607_at","206607_at","NM_005188","CBL","867","Cbl proto-oncogene",1.63740800861747,6.15176532659043,3.78888634224297,0.0103549364320043,0.823569047915534,-4.34879951010302
"215565_at","215565_at","AK022277","LOC101929272","101929272",NA,1.62789242398563,3.82192348088106,3.78345418603468,0.0104177951212786,0.823569047915534,-4.34906452691712
"207468_s_at","207468_s_at","NM_003015","SFRP5","6425","secreted frizzled related protein 5",1.33280558799416,3.04966753886608,3.78336375390267,0.0104188451896874,0.823569047915534,-4.34906894466208
"214606_at","214606_at","BF129969","TSPAN2","10100","tetraspanin 2",3.03432148448048,2.83233475968863,3.78130125012309,0.0104428266508699,0.823569047915534,-4.34916975324762
"215561_s_at","215561_s_at","AK026803","IL1R1","3554","interleukin 1 receptor type 1",2.51240962082998,3.52394902031996,3.7778942797687,0.0104825767618615,0.823569047915534,-4.34933649427701
"221433_at","221433_at","NM_019113","FGF21","26291","fibroblast growth factor 21",-1.34278969840843,5.32198037130557,-3.77627209852252,0.0105015629821809,0.823569047915534,-4.34941598177381
"221683_s_at","221683_s_at","AF317887","CEP290","80184","centrosomal protein 290",-2.70240463644517,2.89810836619938,-3.77175644482751,0.0105546186982366,0.823569047915534,-4.34963757749299
"208157_at","208157_at","NM_009586","SIM2","6493","SIM bHLH transcription factor 2",1.71504099224631,3.57273470393307,3.77166921813561,0.0105556465120926,0.823569047915534,-4.34964186269144
"216249_at","216249_at","M34428","","",NA,2.02100060421786,4.76983266735051,3.76650144592836,0.0106167409253381,0.823569047915534,-4.34989606182377
"201551_s_at","201551_s_at","J03263","LAMP1","3916","lysosomal associated membrane protein 1",-1.68360774857453,3.90933290005729,-3.76540838388857,0.0106297141846285,0.823569047915534,-4.34994990982427
"221173_at","221173_at","NM_025034","USH1C","10083","USH1 protein network component harmonin",2.01424466772331,5.24539821605812,3.76462457183698,0.0106390280087513,0.823569047915534,-4.34998854054599
"207555_s_at","207555_s_at","U27325","TBXA2R","6915","thromboxane A2 receptor",1.80822768126043,5.28842744718543,3.75868251110788,0.0107099349710454,0.823569047915534,-4.35028187356658
"218690_at","218690_at","NM_003687","PDLIM4","8572","PDZ and LIM domain 4",1.3253730201405,5.19083370902403,3.75593721469187,0.0107428740062144,0.823569047915534,-4.35041768016207
"221709_s_at","221709_s_at","BC006222","ZNF839","55778","zinc finger protein 839",-1.91768437557035,5.55162447267108,-3.7493380867605,0.0108225193950796,0.823569047915534,-4.35074486634197
"206349_at","206349_at","NM_005097","LGI1","9211","leucine rich glioma inactivated 1",1.76078653881374,5.42282930627997,3.74731958263491,0.0108470132199125,0.823569047915534,-4.3508451519516
"219522_at","219522_at","NM_014344","FJX1","24147","four-jointed box kinase 1",1.59201306065105,4.27908460818287,3.73836560597816,0.0109564200373268,0.823569047915534,-4.35129119036028
"214676_x_at","214676_x_at","AF113616","MUC3B","57876","mucin 3B, cell surface associated",1.44949009506327,4.80830654025086,3.73423241329393,0.0110073404193948,0.823569047915534,-4.35149773307256
"219676_at","219676_at","NM_025231","ZSCAN16","80345","zinc finger and SCAN domain containing 16",1.40257677358295,5.10408768238338,3.73414581636632,0.0110084101211339,0.823569047915534,-4.35150206486687
"208790_s_at","208790_s_at","AF312393","PTRF","284119",NA,-1.54159193950677,5.32926413919872,-3.73270048537989,0.0110262810398781,0.823569047915534,-4.35157439059867
"205319_at","205319_at","NM_005672","PSCA","8000","prostate stem cell antigen",-1.34683221484537,4.03412939391866,-3.73214905320887,0.0110331078554813,0.823569047915534,-4.35160199805483
"201615_x_at","201615_x_at","AI685060","CALD1","800","caldesmon 1",-1.43539121237227,5.5351039555542,-3.73145025658074,0.0110417658863303,0.823569047915534,-4.35163699384596
"212849_at","212849_at","AA745954","AXIN1","8312","axin 1",-1.59655741369173,5.73104846608,-3.72962961752247,0.0110643593097254,0.823569047915534,-4.3517282269217
"209293_x_at","209293_x_at","U16153","ID4","3400","inhibitor of DNA binding 4, HLH protein",1.52934604905938,4.39532875771063,3.7291008992432,0.011070930222619,0.823569047915534,-4.351754736232
"205803_s_at","205803_s_at","NM_003304","TRPC1","7220","transient receptor potential cation channel subfamily C member 1",1.37183269654271,5.49475486007541,3.72568599601396,0.0111134763629887,0.823569047915534,-4.35192611811931
"216985_s_at","216985_s_at","AJ002077","STX3","6809","syntaxin 3",2.40529263053855,3.73359379131311,3.72376310415182,0.0111375143783853,0.823569047915534,-4.35202274534672
"217497_at","217497_at","AW613387","TYMP","1890","thymidine phosphorylase",1.88864098740406,5.13687838723465,3.72255488720732,0.0111526481278328,0.823569047915534,-4.35208350523963
"202083_s_at","202083_s_at","AI017770","SEC14L1","6397","SEC14 like lipid binding 1",-2.11493588534129,4.82451019818511,-3.7116838727371,0.0112898583830135,0.823569047915534,-4.3526317896537
"205342_s_at","205342_s_at","AF026303","SULT1C2","6819","sulfotransferase family 1C member 2",2.1151920284665,4.59743063149947,3.71016046708355,0.0113092372505988,0.823569047915534,-4.35270885288536
"208378_x_at","208378_x_at","NM_004464","FGF5","2250","fibroblast growth factor 5",2.21982156909165,4.5036651567232,3.70339999610162,0.0113956872280135,0.823569047915534,-4.35305152224344
"216417_x_at","216417_x_at","X16172","HOXB9","3219","homeobox B9",-1.75778070443921,4.68312209248738,-3.70106099658416,0.0114257698455123,0.823569047915534,-4.35317033966444
"214975_s_at","214975_s_at","AK001816","MTMR1","8776","myotubularin related protein 1",1.34236822914301,4.34291498752651,3.69885823839184,0.0114541817274056,0.823569047915534,-4.3532823587241
"222349_x_at","222349_x_at","AW303476","RNF126P1","376412","ring finger protein 126 pseudogene 1",-1.42048797106088,4.96033226205321,-3.69788107556313,0.011466810867054,0.823569047915534,-4.35333208943614
"221072_at","221072_at","NM_020250","GSN-AS1","57000","GSN antisense RNA 1",1.35141793148304,4.29787818034584,3.69718968419504,0.0114757560517474,0.823569047915534,-4.35336729053692
"217544_at","217544_at","AA768909","MIR3916","100500849","microRNA 3916",1.34450258888888,5.84693933782524,3.68735913973487,0.0116037939605514,0.823569047915534,-4.35386906789847
"221091_at","221091_at","NM_005478","INSL5","10022","insulin like 5",1.46488213987669,5.34364563097206,3.68409102361464,0.011646713904268,0.823569047915534,-4.35403640839811
"218232_at","218232_at","NM_015991","C1QA","712","complement C1q A chain",-1.73043952862849,3.74885163062194,-3.6825401319339,0.0116671439447627,0.823569047915534,-4.35411591244474
"37170_at","37170_at","AB015331","BMP2K","55589","BMP2 inducible kinase",1.67188614823371,4.83313431339849,3.68201543553058,0.0116740649179395,0.823569047915534,-4.35414282364219
"210606_x_at","210606_x_at","U30610","KLRD1","3824","killer cell lectin like receptor D1",1.39030767095029,4.08097514187589,3.68121888592729,0.0116845805570842,0.823569047915534,-4.35418369094832
"214998_at","214998_at","AF090100","AAK1","22848","AP2 associated kinase 1",1.32343854442203,5.27806636499764,3.68042053592908,0.0116951306263999,0.823569047915534,-4.3542246663668
"211077_s_at","211077_s_at","Z25421","TLK1","9874","tousled like kinase 1",1.55811916048051,4.06721026803648,3.67889970357553,0.0117152577636731,0.823569047915534,-4.35430276691663
"217821_s_at","217821_s_at","AF118023","WBP11","51729","WW domain binding protein 11",-1.68248118458765,4.00195191487064,-3.67517321716876,0.0117647396019179,0.823569047915534,-4.35449437834777
"204974_at","204974_at","AA988241","RAB3A","5864","RAB3A, member RAS oncogene family",-2.06508608499488,5.3730664444642,-3.67296362376497,0.011794190180614,0.823569047915534,-4.35460815557999
"207339_s_at","207339_s_at","NM_002341","LTB","4050","lymphotoxin beta",1.44054088615027,4.83925867076282,3.67186406975623,0.0118088763952149,0.823569047915534,-4.35466481939829
"213319_s_at","213319_s_at","AW170359","YBX3","8531","Y-box binding protein 3",-1.47780392620095,5.10086500492082,-3.66331748900362,0.0119237307027814,0.823569047915534,-4.35510627947195
"216486_x_at","216486_x_at","X65232","ZNF79","7633","zinc finger protein 79",1.49404058758675,5.53859595440301,3.6608016385046,0.0119577785085729,0.823569047915534,-4.35523657853718
"209795_at","209795_at","L07555","CD69","969","CD69 molecule",1.49120892830025,4.02713888499505,3.65670967191582,0.0120133894639105,0.823569047915534,-4.35544884439965
"217442_at","217442_at","AL050219","CADM3-AS1","100131825","CADM3 antisense RNA 1",1.29564236627926,3.86256451495306,3.65548916513864,0.0120300325795366,0.823569047915534,-4.3555122378242
"217766_s_at","217766_s_at","NM_014313","TMEM50A","23585","transmembrane protein 50A",-1.58875628000823,6.55752702235069,-3.64814554146664,0.0121307192049162,0.823569047915534,-4.35589445571332
"221602_s_at","221602_s_at","AF057557","FAIM3","9214",NA,1.28531593780614,4.19793917159825,3.64734291891268,0.0121417809065476,0.823569047915534,-4.35593631235436
"217998_at","217998_at","NM_007350","PHLDA1","22822","pleckstrin homology like domain family A member 1",1.43536187867021,6.33546742127477,3.64699678318507,0.012146554819448,0.823569047915534,-4.35595436827679
